userName,score,at,content
D. Syukur,3,2021-10-02 16:01:28,Halo.. Sy sdh vaksin kedua sejak 2 bulan lalu. Tp sampai skrg blm ada e-sertifikat di aplikasi ini. Gmn ya? Thanks
David,1,2021-10-12 11:12:01,"Saya tidak pernah bisa membuka sertifikat vaksin saya di aplikasi ini, setiap kali tekan lihat sertifikat vaksin pasti loop lagi minta nik dan nama. Tolong ya"
I Putu Aditya Ekayasa,1,2021-10-11 05:10:37,Aplikasi scan lokasi tidak berfungsi dengan baik. Saat memasuki kantor sudah scan masuk tapi pada saat keluar malah disuruh ulangbscan masuk kembali. Tolong pengembamg perbaiki bug aplikasi ini
G'ray Widjaya,1,2021-09-16 05:22:00,Kasih pilihan untuk allow location only when app in use lah. Ribet amat harus allow all time. Mau ngapain emang? Ngelacak 24 jam? Aplikasi essensial tapi sampah
Arif Muhammad Nur,2,2021-10-12 13:47:26,"Mau ngecek sertifikat vaksin susah banget, udah ngisi NIK sama nama lengkap sesuai KTP pas diklik sertifikat vaksinnya malah balik lagi ke notif ""Anda belum memiliki sertifikat vaksin"""
Shirley - Gerrard,1,2021-10-10 03:04:08,Setiap mau dipakai untuk scan selalu disuruh melengkapi data (NIK dan tanggal lahir) tetapi tidak pernah bisa saya lengkapi di kolom tanggal lahirnya selalu kosong.
Satomi Mochizuki,1,2021-09-19 08:45:46,Aplikasinya makan daya banget karena lokasi ditrack setiap saat meski lagi gak dipake/dibuka. Udah gitu sertifikat vaksin ketiga saya gak muncul juga di aplikasinya.
Yushi Sandidarma,2,2021-10-07 08:03:56,"Sertifikat vaksin kedua saya salah data , yg tercantum atas nama orang lain. Saya sdh email tapi sampai saat ini belum ada respon sama sekali."
Daniel Simanjuntak,1,2021-09-20 11:57:59,"Applikasi ini belum siap untuk dipakai secara global dan menyeluruh utk mengakomodir berbagai kepentingan. Server gak kuat, data pengguna gak update, status gak update...Terlalu dipaksakan.."
Name,1,2021-09-25 01:00:40,"Saya buka aplikasinya dan selalu minta diupdate, sudah diupdate tetapi belum bisa digunakan. Ketika ada ket izinkan penggunaan aplikasi malah beralih ke landing halaman penggunaan baterai dll"
Awal Bagus Kurniawan,2,2021-09-21 03:26:45,"Pasang foto kaga ke upload2. Form isi tanggal lahir nya kelamaan harus swipe kanan per bulan, ga bisa langsung di inputkan aja lewat ketikan."
syaiful aziz,2,2021-10-06 22:45:31,"Kurang efektif dan banyak tool yg tidak bisa di gukan, saya sudah faksin ke dua sertifikat nggak dapat2 dan sudah PCR katanya updated ke apps ternyata oh ternyata tidak ada."
EDVAN MUSLIMY,1,2021-10-01 11:19:25,Daftar pakai email blum masuk udah g bisa kepakai lagii emailnya. Pakai nomer hp juga gagal.. Errornya g sesuai.. Applikasi asal jadi ini... Ribet
Josef Budi Setiono,3,2021-09-21 01:45:12,Sampai hari ini Sertifikat Vaksin Covid ke 3 pada tanggal 23 Agustus 2021 milik saya belum tercantum pada Paspor Aplikasi Peduli Lindungi. Mohon bantuannya untuk memasukkannya. Trims
agung yansusan,5,2021-10-01 12:13:55,"Kenapa ya nik ama nama saya sesuai ktp tapi tetep gak bisa labjut ke bagian selanjutnya untuk daftar vaksin, tulisannya nil dan nama tidak cocok, padahal sudah sesuai ktp"
Sarman Siddiq,1,2021-10-08 02:36:33,"Tidak bisa memasukkan data tanggal lahir, setiap diklik tanggal nya kemudian klik oke, kolomnya masih tetap kosong dan berwarna merah, sudah diulang berapa kalipun tetap seperti itu.."
Aulia Fikriarini,1,2021-09-23 13:51:34,Sertifikat vaksin ga muncul ....isi NIK berkali2 tetep aja ga ter update data nya ..padahal sudah teridentifikasi selesai vaksin ke 2...un install trs install lagi tetep ga bisa
heru tan,2,2021-10-12 04:33:26,"Udah vaksin ke 2 kemarin malah statusnya merah, abis di komplain jadi kuning 😅, kapan ijonya ini???? Bikin aplikasinya yg bagusan gitu, ini kepaksa aja harus pakai."
uphiedragon,1,2021-10-06 13:26:34,"Jelek sekali aplikasinya. Sangat mengkhawatirkan dari segi privasi. Tidak ada option untuk mengirimkan otp ke email, tapi SMS ditunggu terus tidak datang2. Sulit sekali untuk mendaftarkan formulir vaksin."
Rizal Memetoz,1,2021-09-30 23:43:36,"Tiap mau registrasi pasti ""Registrasi Gagal"" terus, udah coba ganti nomer atau email sama aja. Padahal regis yang lain lancar aja ga ada kendala"
Fauzan Fadillah,1,2021-10-01 13:12:24,Rasanya sudah ga perlu kometar teknis. Karena sudah banyak komentar lain yang mewakili apa yang saya alami. Saya mau memberikan saran saja. Segera ganti vendor developer aplikasi ini. Memalukan sekali aplikasi ini.
Ahmad Muhbit,1,2021-09-27 06:57:07,"Logout terus login lg ga bisa, udah 2 hr ga bisa login. Errornya ""Terjadi kesalahan, mohon periksa jaringan anda"". Padahal jaringan bagus, udah coba pake wifi dan paket berulang2 ga bisa.."
Tri Noverawati,2,2021-10-02 04:37:34,"Bagus sih, tapi kenapa saya gabisa buka piagam saya ya. Kalau pas buka piagam atau info2 itu malah saya kembali diarahkan ke tombol ""periksa"" tapi ga kunjung sampai ke dokumen yang saya tuju"
Erika,5,2021-09-21 11:16:11,"Aplikasi yang bermanfaat, terimakasih Hanya saran saya : kalau setiap warga wajib punya aplikasi ini sebagai penunjang, apa kabar oma/opa yang gak punya HP? 😀"
Egnes,3,2021-10-03 12:55:27,"Setiap kali saya buka aplikasi harus di update, saya tidak bisa cek sertifikat vaksin dan hanya ada informasi sudah divaksin 2x. Setiap mau cek sertifikat harus melalui web. Cukup merepotkan"
Ageng,4,2021-10-07 12:45:34,"Belakangan ini kalau cek zonasi selalu keluar nya status zona tsb merah... Perlu bbrp kali restart hp, lalu zonasi berubah menjadi kuning/orange."
Aning Sabar Poespa Santosa,1,2021-09-24 12:19:08,"Ud 2x vaksin sinovac, stts vaksin ud tertulis 2x jg. Tpi wkt mw liat sertifikat, selalu gagal dan di app tertulis ""Anda tidak memiliki sertifikat vaksin"". Hrs bigimini...? 😞"
Troy William,1,2021-09-22 17:43:37,"Kenapa lokasi harus dinyalakan setiap saat , kenapa tidak bisa dinyalakan hanya pada saat menggunakan aplikasi saja, kelihatan bgt pgn ngontrol orang-orang, ga kasian apa masa apa2 semua dikontrol"
Adrian Pepe,1,2021-10-11 04:15:37,Vaksin ke-2 bulan Agustus sampai sekarang bulan Oktober masih belum keluar sertifikatnya. Malah dianjurkan segera vaksin kedua lagi. Apa supaya saya over dosis gitu?
Dandi Ramdhani,3,2021-09-21 17:36:21,tolong dong kerja sama dengan para provider telekomunikasi agar aplikasi ini dapat di buka tanpa memiliki kuota. kita yang mau scan tapi tiba tiba kuota habis kan ribet
Anton Setiawan,1,2021-10-07 03:28:20,"review saya kok dihapus ? bintang 1 karna penggunaanya harus memaksa user untuk always use device location meskipun apps tidak digunakan, sedangkan ini data privasi"
Eko.basuki Riyanto,1,2021-10-05 00:54:23,Jelek sekali.
Ahmad Luqman Hakim,1,2021-10-03 05:55:03,"Aplikasinya masih beta version nih kayaknya, GPS dah hidup tetep minta dihidupin. G ada update ato patch gitu untuk perbaiki? Mau kemana2 susah"
bubu,1,2021-10-01 15:54:54,Aplikasi paling ribet dan aneh yg pernah saya gunakan. Baru mau buat akun udah gagal terus entah berapa kali. Gilirannya udah punya akun malah tidak bisa login berulang kali. Sangat merepotkan.
Nurma Elita,1,2021-10-05 06:50:25,Menyebalkan Gabisa masukan nik dan tgl lahir Lalu ada kartu vaksin apa fungsinya. Sedangkan aplikasi ini tidak bisa digunakan. Dan ini buat saya yg harus mobile tidak bisa . Dan saya Sdh vaksin ada kartu vaksin sebagai buktinya.
intan carani,1,2021-10-09 06:17:50,"Lupa check out jadi ga bs check in di tempat lain,,sudah lebih dr 24 jam,sudah di uninstall kemudian install lg, hp sudah d restart tp ttp tidak bisa check in ke tempat lain,jadi harus bagaimana??"
Elisabeth Juliarti Fakkar,3,2021-10-04 08:59:47,Saya sudah vaksin ke 2 tapi sertifikat belum tersedia di apps. Kalau cek status sudah vaksin dan bs unduh sertifikat di web. Jadi ngga nge link nih. Parah bgt. Gatau mesti diapain
Muhammad Aidil Fitrah,1,2021-09-30 12:33:08,Kalo ga dipaksa harus vaksin juga ogah amat vaksin + download ni apk ga guna.. Programmer nya suruh belajar lagi yang bener. Kebanyakan uang haram sih jadi ga bener nih apk
Prasetyo Apri Fisabila,1,2021-10-05 05:49:14,"PEDULILINDUNGI KACAU, MASA DI AKUN SAYA ADA AKUN TEMAN SAYA JUGA, DAN PAS TEMAN SAYA VAKSIN NOTIFIKASI DAN LAIN-LAINNYA MASUK KE APLIKASI DAN SMS KE NOMOR SAYA. PADAHAL TEMAN SAYA SUDAH DAFTAR DATA DIRINYA DAN NOMOR HP NYA SENDIRI"
blue.caterpillar,3,2021-09-21 02:52:50,"mohon dengan sangat agar diperbaiki aplikasinya, saya sudah 2x vaksin tapi tidak bisa akses karena kode otp tidak pernah masuk ke hp. Padahal syarat wajib penerbangan."
herris javas,5,2021-10-03 03:49:37,Semoga kedepannya aplikasi ini bisa menjadi no 1 di indonesia krn setiap warganya harus ada aplikasi ini...dan tentunya akan semakin baik pula manfaat dan kegunaan dr PeduliLindungi..
Deasy Natalia,1,2021-10-01 06:18:00,"Aplikasi sangat tidak sempurna. Ada sertifikat vaksin & hasil antigen di menu paspor digital, tapi malah tidak terbaca di menu status vaksinasi & hasil tes covid-19, sehingga status jadi merah"
d3la Cious,2,2021-10-08 07:08:21,Mau nanya... ini saya lupa check out... besok ny pas mau check in lgi tpi ada notif anda belum check out.. sedangkan sudah gk ada tombol check out dan sudah bisa dipakai buat scan barcode lgi
Wide Duke,1,2021-09-23 09:16:05,"Sampah. Masukkan data salah terus. Udah dimasukkan gender perempuan, tapi pas mau finish malah berubah laki-laki. Begitu juga sebaliknya. Ulang berkali-kali sampai emosi. Emang aplikasi sampah."
Kresna Bayu,3,2021-10-04 16:16:46,"Over all bagus, tapi tolong untuk location jangan running di background. Lebih baik location running pada saat aplikasi dibuka saja. Agar tidak makan daya terlalu tinggi karena location yang running di background"
tabuty,1,2021-10-09 07:47:11,App peduli lindungi Setelah update aplikasi kenapa setiap checkin saya langsung tidak dapat rekomnedasi masuk Padahal saya sudah vaksin 2 x Sudah lapor uda 2 bln ga dibalas2
angga harri ariefianto,1,2021-09-26 08:37:10,"Perbaharui aplikasi dan databasenya. Aplikasi yg mewajibkan pemiliknya install untuk aktivitas sehari hari, harus paten, akurat dan dapat dipercaya. dana yang dikucurkan kn pasti besar. Harus sempurna"
Ricky Satria,1,2021-09-20 09:53:18,Di websitenya udah tercetak vaksin tapi di aplikasinya gak ada. Mau registrasi jadi gak bisa. Bikin sistem yg terintegrasilah.. Aplikasi itu mempermudah bukan buat ribet. Perbaikin sistemnya.
Erwin Nasution,4,2021-09-20 01:37:10,"Sudah lebih baik dibanding sebelumnya. GPS lebih mudah update, tidak lagi selalu meminta share loc. Masalah yang tersisa saat ini adalah selalu meminta persetujuan utk gps, camera, dan storage."
Surianto Tjhong,5,2021-09-18 04:32:13,"Kl bs berikan deadline vaksinasi 1 ke 2, apabila ybs hanya vaksin 1, sampai batas waktu yg ditentukan tdk vaksin ke 2, mk diberikan sanksi berupa pencabutan sertifikat vaksin & aplikasi beserta barcode diblokir sementara, sampai ybs melakukan vaksin ke 2"
Setia M Arafah,5,2021-09-19 06:35:01,Apresiasi buat Anak Bangsa. Sedikit masukan agar bisa ditambahkan feature check out otomatis ketika pengguna berada jauh dari lokasi misalkan 500m. Karena beberapa kali Saya lupa untuk check out.
I Made Agus Wira Putra,1,2021-09-19 11:00:14,"udah vaksin tahap ke-2, tapi dicek di app malah ga keluar sertifikat vaksin.. sedangkan sekarang kemana2 harus menunjukkan sertifikat vaksin dari appnya.. perbaikin dulu sistemnya baru launching appnya"
Darya,3,2021-09-30 00:23:59,"Perbedaan penulisan huruf besar dan kecil di email menjadi masalah serius dalam pembuatan / login di account kita nya. Saya jd nya dua account yg mirip tp isinya beda karna beda huruf besar /kecil di ""g"" nya @gmail saat penulisan alamat email."
Rid Simatupang,1,2021-10-09 02:51:39,"Aplikasi bikin susah. Memasukkan tgl lahir saja, hrs tekan kalender mundur puluhan tahun. Setelah berhasil login pun sertifikat vaksin tdk muncul, padahal sdh 2x vaksin....."
ketut agus waisnawan,4,2021-10-12 14:02:09,"Saat pengisian untuk tanggal,bulan, tahun lahir menyulitkan. Dikarenakan memasukkannya harus tombol back ke tahun lahir sangat jauh.Harus melewati bulan,dll. Mohon utk bisa lebih praktis lagi dalan hal memasukan tanggal,bulan dan tahun lahir"
Margreat N.Rahardjo,1,2021-09-17 05:51:44,"Saya kasih satu bintang dulu. Berhubung menyulitkan saya waktu disuruh satpam supermarket scan aplikasi pakai. Bagaimana mau lancar penggunaan, kendala masukkan tanggal lahir tidak kunjung selesai."
Naeli Wilda,1,2021-10-01 14:43:03,Tolong kasih menu setting atau pilihan hapus. Untuk menghapus riwayat vaksin/tiket orang lain yang pernah melihat dari akun utama kami. Cukup mengganggu. Segera di update.
puput,1,2021-10-11 13:03:28,Gabisa cek OTP. Gmn nih saya mau vaksin. Bukan mempermudah. Dan di RS tetep hrs daftar pedulilinduing . Ga ada solusi lain . Gmn saya ada kerjaan ke luar kota jd hrs vaksin. Dan email pun ga responsif
Coastal Fjord,1,2021-09-19 06:22:53,Kenapa sih GPS harus ON terus. Kalau di-OFF kan malah muncul notifikasi yg mengganggu. Saya merasa tidak nyaman pakai aplikasi ini. Mendingan nunjukin sertifikat vaksin yg di-print.
Alphared G Pangaribuan,2,2021-10-05 01:14:23,"Appsnya oke, cuma bisa g yah. Location g hrs setiap waktu, tp saat aplikasi di pakai saja. Hal ini kn berdampak pada pemakaian daya batre. Terima kasih"
amel amalia,1,2021-09-25 06:52:49,"Mau belanja susah bgt musti pake aplikasi padahal udah vaksin lengkap, bukti vaksin kartu n sertifikat udah dilampirin ga boleh juga, musti pake aplikasi padahal udah 30menit ga bisa2 loading trus... mending belanja online aja 😡😡😡"
Rohim Ma'ruf,1,2021-10-02 12:15:43,"Input tanggal lahir manual bagayaroooo... Tu yang bikin app bego banget masak pilih tanggal lahir geser per bulan, lama cux.. bagian tester gak mikir coba isi tanggal lahir kalian.."
Zanoyaso,1,2021-10-09 14:49:44,Aplikasi cacad...
Revi Lindo,3,2021-10-08 00:46:47,"Nyangkut di check out selama 2 hari, ga ada opsi check out, jd ga bs check in lagi ditempat yg sama, mungkin bs kasih menu help, seperti contact center , jd kalo ada masalah di apps nya bs direset dr pusat"
agus muliadin,1,2021-10-11 23:51:17,"Sudah beberapa hari saya tidak bisa checkout dari 1 lokasi, tombol checkout nya juga tidak muncul, saya sudah scan berkali kali tapi tidak muncul checkoutnya, tolong solusinya Pak / iBu. Terima kasih"
Ricky Dwi,4,2021-10-03 05:32:30,Sudah jauh lebih baik dari versi sebelum nya yang sangat lalod! Namun apk ini sangat memakan battery pengguna karena terus menerus menggunakan GPS. Kalau bisa dioptimalkan lagi
aaron panjaitan,1,2021-10-01 07:25:42,"Aplikasi pemerintah yg digunakan untuk mengontrol rakyat. EMANG KENAPA KALO ORANG GAK MAU DIVAKSIN? KALO GAK DIVAKSIN KAN GAK NGERUGIIN ORANG LAIN, CUMA NGERUGIIN DIRI SENDIRI KRN GAK KEBAL? KENAPA DIPAKSA HARUS VAKSIN? ANJ3NG!!! PEMERINT4H SAMP4H!"
Nur Laylan,3,2021-09-28 00:02:04,Mau input tgl lahir di profil ga bisa2. Mau konfirm no hp di pendaftaran vaksin malah ke email kode verifikasinya jd ya ga bs2 konfirmasilah...please fix his bugs
A Google user,1,2021-09-24 05:51:24,"Status saya masih hitam, padahal bukti vaksin saya sudah negatif dan sudah terinput ke dalam aplikasi. Coba kontak ke email belasan kali tidak dibalas. Sekarang naik pesawat juga tidak bisa padahal penting."
Mahardhika Zebe,1,2021-10-05 13:35:39,"Sangat buruk,saya berulang kali memasukan nik tetapi tertulis nama dan nik harus sesuai dengan ktp,padahal saya sudah memasukan sesuai dengan ktp,saya sudah mencoba sekitar 13x. Saya mohon untuk segera ditindak lanjuti,dikarenakan saya kesulitan untuk bepergian"
Ekky 777,1,2021-10-05 04:30:19,"apaan kaga bisa update nik maupun tanggal lahir, ini yg bikin sistem user ga usah terlalu strict napa middlewarenya kalo story di clickup/jira ga jelas"
Gamar Al-hureibi,2,2021-10-10 18:45:01,"Saya udah vaksin sekali tapi masih merah, dan mau isi data yg terakhir tinggal email aja tapi gak pernah bisa kekirim kode otp nya. Saya udah coba berhari2 tapi tetap tidak bisa."
Eddie Saputra,3,2021-09-26 01:54:09,"Saya sudah vaksin ke 2 di RSAU dr Siswanto Lanud Adi Soemarmo,ttp sampai saat ini tidak ada sertifikat vaksinnya.Tolong benerin kerjasama antar instansi yg berkaitan"
Putra Kusumah,5,2021-09-25 02:16:01,??¿¿??¿?¿‽
Bayu Erlangga,1,2021-10-05 04:31:57,"Saya sudah vaksin 1, lalu status kuning. Sekarang menjelang vaksin ke 2, status saya berubah jadi merah. Sudah email, sms, telpon, tidak ada yg bisa diakses. Sertifikat vaksin tercantum di aplikasi, tetapi status merah. Aneh sekali."
Mazzzta Kaindra,1,2021-09-18 02:36:54,Sertifikat vaksin ga bisa kebuka... Aplikasi kurang praktis tiap mau ngecek harus input nik... Harus nya sekali nginput aplikasi bisa langsung ngesave otomatis jd g perlu nginput ulang lagi...
Julie Chandra,1,2021-09-21 02:46:27,Uda mau sebulan ya setelah saya vaksin tapi serfitkat blum keluar. Solusiny cuma disuru lapor ke aps ini tp ga kluar jg serifikatny sampai sekarang.
Khus,3,2021-09-24 11:03:00,"Tolong bantu saya utuk mengupdate sertifikat vaksine,saya sangat membutuhkan sertifikat itu karna saya mau pergi keluar negri,saya tidak tau harus email dengan siapa karna sertifikat saya tidak keluar di pedulilindungi padahal itu adalah sarat utama nya saya mengurus visa dan pergi keluar negri"
Assalam Handcraft,1,2021-10-07 02:49:43,Really?
faisal rangkuti,5,2021-09-30 06:32:21,Ok saja
didaktus prihambodo,4,2021-09-29 15:05:19,berfungsi baik
Chelsy Dasia,1,2021-09-29 20:04:08,app gajelas
William Robert,1,2021-10-03 23:48:45,Aplikasi rusak
Muach Cumcum,3,2021-09-30 11:14:04,"Sudah lumayan baik belakangan ini, tetapi masih saja hanya berfungsi buat semacam info sudah vaksin atau test aja, yg tracing belum maksimal, hanya ke tempat yg bisa di scan barcode saja"
Ratna Wulandari,1,2021-09-28 08:55:37,"Kenapa setiap saya buka aplikasi ini selalu muncul ""aplikasi kami mendeteksi bahwa lokasi anda berasal dari lokasi buatan"" ... whaatt—??? Lokasi saya lo ada di Indonesia, tidak pernah saya ubah :)"
Marco Haryanto,1,2021-09-18 05:16:50,"Aplikasi tidak berguna Sy d email oleh kominfo mengenai kenapa sy beri bintang 1, sederhana seh Memang aplikasi ini gunanya apa cuma buang² uang pajak"
abigail eunike,1,2021-09-20 01:15:47,Aplikasi busuk!!!!
mfduta mfduta,2,2021-09-23 14:44:24,Data vaccine nggak update dan profile nggak bisa diupdate??? Contact email untuk keluhan/ masalah nggak ada yg response??? Bikin masalah baru klo mau ke public facility karena mereka mau data online scan via HP
Somai Nori,5,2021-10-08 00:45:07,"Udah vaksin ke3 19 agt 2021, tp tiket & sertf belom nongol. Update 1: 4 sept 2021, belom berubah. Update 2: 14 sept 2021, tiket & sertf ke3 belum juga keluar. Update 3: 8 okt 2021, semua sertf sdh ada d aplikasi."
Aliana Aliana,2,2021-09-30 04:50:09,"Tidak bisa mengisi tanggal lahir. sy sdh acroll year, month dan pilih tanggal, namun setelah click ok field tanggal lahir tetap kosong, mohon agar dpt segera diperbaiki bugs aplikasi ini."
